,NAME OF COMPANY,SYMBOL,Sscore,address1,address2,ask,averageDailyVolume10Day,averageVolume,averageVolume10days,beta,bid,bookValue,cagr,city,compensationAsOfEpochDate,country,currency,currentPrice,dayHigh,dayLow,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,exchange,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,financialCurrency,firstTradeDateEpochUtc,floatShares,gmtOffSetMilliseconds,grossMargins,grossProfits,industry,kendall,lastFiscalYearEnd,longBusinessSummary,longName,marketCap,market_cagr,maxAge,mostRecentQuarter,netIncomeToCommon,net_cagr,nextFiscalYearEnd,open,operatingMargins,payoutRatio,pearson,period,phone,previousClose,price,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,quoteType,recommendationKey,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketVolume,returns,revenueGrowth,revenuePerShare,sector,sharesOutstanding,sharp_ratio,shortName,spearman,std,symbol,timeZoneFullName,timeZoneShortName,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEps,trailingPE,trailingPegRatio,twoHundredDayAverage,underlyingSymbol,uuid,volitility,volume,website,zip
1572,Sona BLW Precision Forgings Limited,SONACOMS.NS,12192979768.363474,Sona Enclave,Begumpur Khatola Village Sector 35 Post Box No. 90,0.0,1903384.0,1565745.0,1903384.0,-0.004606,592.25,39.122,0.2615875457977288,Gurugram,1703980800.0,India,INR,592.25,598.95,587.75,12.889,0.469,0.477,7025234944.0,0.25070998,49.627,12.442,348639690752.0,NSI,557.817,625.95,398.05,INR,1624506300.0,367844823.0,19800000.0,0.52665,13756270000.0,Auto Parts,0.22436177380815794,1680220800.0,"Sona BLW Precision Forgings Limited designs, manufactures, and supplies systems and components for the automotive industry in India and internationally. The company offers traction motors, controllers, differential bevel gears, differential assemblies, spool gears, integrated motor controller modules, drive motors, hub wheel motors, e-axles, starter motors, belt starter generators, reverse idlers, portal axle gears, couplings/sleeves, conventional and micro-hybrid starter motors, BSG systems, epicyclic geartrains/gears, inter-axle gear sets, EV traction motors, and motor control units, as well as electronically locking differentials, intermediate gears, and input/ rotor shafts. Its products are used in conventional and electric passenger vehicles, commercial vehicles, off highway vehicles, and electric two and three-wheeler applications. The company was formerly known as Sona Okegawa Precision Forgings Ltd. and changed its name to Sona BLW Precision Forgings Limited in 2013. The company was incorporated in 1995 and is headquartered in Gurugram, India.",Sona BLW Precision Forgings Limited,347265204224.0,0.10356929477654764,86400.0,1688083200.0,4314910208.0,0.15801825102118117,1711843200.0,597.75,0.19672,0.3818,0.3431161695913736,2.1890410958904107,91 12 4476 8200,595.6,592.25,2.0,15.13854,12.392843,0.15399,EQUITY,none,598.95,587.75,597.75,595.6,830884.0,0.23563362674254998,0.252,47.86,Consumer Cyclical,585416000.0,0.03511143535272976,Sona BLW Precision Frgs L,0.328024759612214,0.026631040997943764,SONACOMS.NS,Asia/Kolkata,IST,2979170048.0,5.089,2951899904.0,28021430272.0,0.0,0.0,7.56,78.33995,,486.56,SONACOMS.NS,44c16aef-f003-3f90-b905-64d6b8071efd,6.7110223314818285,830884.0,https://www.sonacomstar.com,122004
1573,Sonam Clock Limited,SONAMCLOCK.NS,55107257.80107398,Survey No. 337/P,Morbi Rajkot Highway Lajai Tal. Tankara,0.0,47682.0,16906.0,47682.0,0.0457,0.0,26.053,0.2707175759789411,Morbi,1672444800.0,India,INR,62.25,62.4,60.05,49.314,-0.42,-0.426,89207504.0,0.113929994,16.734,1.907,1492806528.0,NSI,52.835,64.2,33.5,INR,1530157500.0,3984490.0,19800000.0,0.26398,,"Furnishings, Fixtures & Appliances",0.06983241129928155,1680220800.0,"Sonam Clock Limited manufactures and sells horological items, clocks, clock movements, and related items in India. The company offers products, such as alarm time pieces, as well as dial, designer, divine tune, LCD, LED digital, LED lighting, light sensor, musical, office, pendulum, and pendulum musical clocks. It also provides picture God dial, regular, rotating, rotating musical, rotating pendulum musical, special model, SQ series, sweep, and sweep office clocks. The company exports its products. Sonam Clock Limited was founded in 1996 and is headquartered in Morbi, India.",Sonam Clock Limited,1245996032.0,0.12797668428074438,86400.0,1688083200.0,34423000.0,0.1427408916981967,1711843200.0,62.0,0.08704001,0.0,0.048659495155938544,5.1808219178082195,91 28 2228 5017,62.2,62.25,2.0,2.3893602,1.5913672,0.043959998,EQUITY,none,62.4,60.05,62.0,62.2,26528.0,0.2447496642989871,-0.199,39.159,Consumer Cyclical,20016000.0,0.04422747455513083,Sonam Clock Limited,0.10027009335516543,0.02195985270134783,SONAMCLOCK.NS,Asia/Kolkata,IST,522000.0,0.026,257666000.0,782972032.0,0.0,0.0,2.07,30.072464,,48.3675,SONAMCLOCK.NS,f70a9aa8-ea02-3b62-8c38-b9eadc3fc32b,5.533882880739653,26528.0,https://www.sonamquartz.com,363641
1574,Sonata Software Limited,SONATSOFTW.NS,7043782050.146551,"1/4, APS Trust Building",Bull Temple Road N. R. Colony,0.0,321627.0,354952.0,321627.0,1.012525,0.0,93.771,0.36265623803285774,Bengaluru,1703980800.0,India,INR,1042.65,1050.0,1025.05,45.4,0.112,0.115,6022624768.0,0.07836,23.015,1.803,138609786880.0,NSI,1026.847,1094.7,487.25,INR,1025495100.0,81354589.0,19800000.0,0.14861,10573900000.0,Information Technology Services,0.20691887698096478,1680220800.0,"Sonata Software Limited, together with its subsidiaries, provides information technology services and solutions in India, the United States, Europe, the Middle East, and Australia. The company provides various digital services, such as cloud transformation services, that includes AWS and google cloud services; data & analytics, such as data privacy and Microsoft fabric; managed cloud services; digital contact center; digital assurance and other services. It offers software development, technical, and product marketing services, as well as consulting and software testing services. In addition, the company delivers solutions for customers in retail, manufacturing, distribution, travel, service, and health and life science industries, as well as banking and financial institutions. It offers its services in the areas of application management, quality assurance, analytics, information security, cloud enablement, cloud migration, and mobility. Further, the company resells product licenses of software companies, such as Microsoft, IBM, Oracle, etc. The company has alliances with Microsoft, AWS, Google, Salesforce, and others. Sonata Software Limited was founded in 1986 and is headquartered in Bengaluru, India.",Sonata Software Limited,146192039936.0,0.0956230560312481,86400.0,1688083200.0,4642599936.0,0.26703318200160964,1711843200.0,1045.55,0.07394,0.5141,0.314300515064049,12.668493150684931,91 80 6778 1999,1045.55,1042.6500244140625,2.0,11.119109,1.9021082,0.060399998,EQUITY,buy,1050.0,1025.05,1045.55,1045.55,310843.0,0.3162169825600859,0.133,553.914,Technology,140212000.0,0.04818170711093559,SONATA SOFTWARE,0.30283322351466196,0.02604368693255689,SONATSOFTW.NS,Asia/Kolkata,IST,9301300224.0,67.058,5904999936.0,76857901056.0,0.0,0.0,32.56,32.02242,,823.85175,SONATSOFTW.NS,10a55e6c-eb26-3be8-ac30-e5d59ce5e34d,6.563009107004336,310843.0,https://www.sonata-software.com,560004
1575,Savita Oil Technologies Limited,SOTL.NS,424949994.5350241,"66/67, Nariman Bhavan",Nariman Point,0.0,278691.0,135538.0,278691.0,0.390318,0.0,209.665,0.1125231027842859,Mumbai,1672444800.0,India,INR,323.25,328.5,318.35,0.008,-0.387,-0.387,2718278656.0,0.07448,7.259,0.541,19731206144.0,NSI,304.112,368.0,232.3,INR,1025495100.0,19295574.0,19800000.0,0.16790001,7060126000.0,Specialty Chemicals,0.1506836402476859,1680220800.0,"Savita Oil Technologies Limited manufactures and sells petroleum products in India. The company operates in two segments, Petroleum Products and Wind Power. It offers transformer oils, white oils, liquid paraffins, lubricating oils, petrolatum and petroleum jellies, cable filling compounds, and optic fiber compounds. The company also provides waxes and wax derivatives, such as microcrystalline, polyethylene, and oxidized polyethylene waxes, as well as wax emulsions. It markets and sells its lubricating oils under the Savsol brand name. In addition, the company generates and sells wind power. It also exports its products. The company was formerly known as Savita Chemicals Limited. Savita Oil Technologies Limited was incorporated in 1961 and is headquartered in Mumbai, India.",Savita Oil Technologies Limited,22401773568.0,0.0956230560312481,86400.0,1688083200.0,1905596032.0,0.0169000467530378,1711843200.0,326.0,0.06886,0.1814,0.2626139071788752,12.668493150684931,91 22 2288 3061,324.6,323.25,2.0,1.5417452,0.6137721,0.052210003,EQUITY,none,328.5,318.35,326.0,324.6,77604.0,0.10896723421329788,0.022,528.095,Basic Materials,69100400.0,0.018969479949661104,SAVITA OIL TECHNOL,0.22324013403147666,0.02279501919525759,SOTL.NS,Asia/Kolkata,IST,2810032896.0,40.654,1167000.0,36498522112.0,0.0,0.0,27.56,11.728955,,288.30325,SOTL.NS,4aa15b7f-cae0-3179-8cb0-61bc82c4d1c6,5.744344837204913,77604.0,https://www.savita.com,400 021
1576,The South Indian Bank Limited,SOUTHBANK.NS,182311124.6225409,SIB House,Mission Quarters T.B Road P.B. No: 28,0.0,58935411.0,48596132.0,58935411.0,0.786052,0.0,32.931,0.022136437388024177,Thrissur,1703980800.0,India,INR,23.25,23.4,22.85,,0.764,0.754,,0.0,,1.482,54608924672.0,NSI,21.126,25.35,8.2,INR,913607100.0,1964253272.0,19800000.0,0.0,33595211000.0,Banks—Regional,0.3156704497287147,1680220800.0,"The South Indian Bank Limited provides various banking products and services in India. It operates through Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations segments. Its personal banking products and services include savings and current accounts, term deposits, and unclaimed deposits/inoperative accounts; personal, car, home, gold, educational, property, and other loans, as well as one time settlement scheme for micro and small enterprises sector; and mutual funds. The company also offers insurance products, such as life, health, and various credit risk insurance, as well as general insurance products, such as fire, liability, marine, motor, personal accident, and travel insurance products. In addition, it provides money transfer services; various cards; and value added services, including SIB rewardz, KYC certification of mutual fund investors, SIB e-academia, 3-in-one trading KIT, green pin, SIB feebook, branch banking, FX-retail, KYC updation, NETC FASTag, sovereign gold bonds, credit and debit cards, ATM cum shopping card, mobile and Internet banking, demat, pension system, online trading, APY/NPS lite, SIB collect, SIB travel card, PAN service agency, cash management, direct debit, tax payment and savings investments, and safe deposit locker services, as well as distributes capital gain bonds and tax free bonds. The company's NRI banking services comprise NRE and NRO rupee accounts, and foreign currency deposits; e-services; remittances and payments; money transfers; and value added services, as well as portfolio investment schemes. Its business banking services include normal and premium accounts, SIB merchant plus, and trader smart current accounts; working capital, long term, non-fund based, supply chain, and SIB commercial vehicle loans; international finance; and merchant acquiring services. It has a network of branches and ATMs/CRMs. The company was incorporated in 1929 and is headquartered in Thrissur, India.",The South Indian Bank Limited,48698286080.0,0.0956230560312481,86400.0,1688083200.0,8624100352.0,-0.07348661864322392,1711843200.0,23.35,0.33194,0.0,0.4076355239429355,12.668493150684931,91 48 7242 0020,23.25,23.25,2.0,0.70602167,1.3217462,0.23407,EQUITY,buy,23.4,22.85,23.35,23.25,31500676.0,0.022374796487669185,0.366,17.606,Financial Services,2092739968.0,0.003743686673552452,SOUTH INDIA BANK,0.453395361818368,0.023716962100039967,SOUTHBANK.NS,Asia/Kolkata,IST,50298101760.0,24.084,56454901760.0,36843900928.0,0.0,0.0,4.12,5.643204,,18.30325,SOUTHBANK.NS,7b0210d1-d6fa-3a6c-a863-618c2da55069,5.976674449210072,31500676.0,https://www.southindianbank.com,680001
1577,South West Pinnacle Exploration Limited,SOUTHWEST.NS,87013879.66653538,Plot No. 15,Ground Floor Sector-44,0.0,20141.0,27626.0,20141.0,0.512186,0.0,40.803,0.23024776529616386,Gurugram,1672444800.0,India,INR,130.6,135.5,128.6,56.733,-0.79,-0.789,188393248.0,0.15517001,22.451,3.484,4229689600.0,NSI,138.068,187.05,91.95,INR,1519011900.0,3493709.0,19800000.0,0.36541998,,Oil & Gas Equipment & Services,0.07820644502965733,1680220800.0,"South West Pinnacle Exploration Limited provides drilling, exploration, and allied services to coal, ferrous, nonferrous, and atomic and base metal mining; and water and unconventional energy industries in India. It offers coal and mineral exploration services, such as wireline core drilling, reverse circulation drilling, large diameter drilling, downthe-hole drilling and mud rotary technologies; and coal bed methane exploration and production drilling services. The company also provides aquifer mapping services; geological and geophysical, workover rig, and 2D/3D seismic exploration services; and integrated exploration services, including geophysical logging, surface geophysical, and topographic surveys, as well as geological field consultancy and allied services. South West Pinnacle Exploration Limited was incorporated in 2006 and is based in Gurugram, India.",South West Pinnacle Exploration Limited,3644053504.0,0.12678513888123666,86400.0,1688083200.0,76078000.0,0.1034626264149272,1711843200.0,129.65,0.09616,0.1838,0.12071498343652518,5.534246575342466,91 12 4423 5400,129.65,130.60000610351562,2.0,3.200745,3.0013356,0.06266,EQUITY,none,135.5,128.6,129.65,129.65,13676.0,0.21140387616442494,-0.11,43.375,Energy,27902400.0,0.02387832109792628,SOUTH WEST PINNACL,0.11489134028630807,0.03513246459218628,SOUTHWEST.NS,Asia/Kolkata,IST,78290000.0,2.791,645153984.0,1214144000.0,0.0,0.0,2.72,48.01471,,126.9305,SOUTHWEST.NS,fa013b43-db22-3ce3-adaf-642d6de4166c,8.853381077230942,13676.0,https://www.southwestpinnacle.com,122003
1578,S. P. Apparels Limited,SPAL.NS,202535164.31677055,"39-A, Extension Street",Kaikattipudur Avinashi,0.0,198978.0,67771.0,198978.0,0.844955,0.0,268.446,0.10748659379511438,Tirupur,1672444800.0,India,INR,583.25,589.45,558.0,36.678,-0.405,-0.42,1370145024.0,0.1269,11.496,1.459,15750970368.0,NSI,477.036,615.0,271.0,INR,1470973500.0,8497494.0,19800000.0,0.54838,5921120000.0,Apparel Manufacturing,0.1608600301981045,1680220800.0,"S.P. Apparels Limited engages in the manufacture and sale of knitted garments for infants and children in India. It also offers yarns and fabrics. The company offers its products under the Angel & Rocket, HEAD, and Natalia brands. In addition, it engages in retail sale of menswear garments the Crocodile brand. The company also exports its products. S.P. Apparels Limited was founded in 1988 and is based in Tirupur, India.",S.P. Apparels Limited,14645232640.0,0.1268243403564968,86400.0,1688083200.0,716849984.0,-0.01933774656138243,1711843200.0,562.15,0.09239,0.0,0.2592315152360393,7.057534246575343,91 42 9671 4000,556.6,583.25,2.0,2.1726902,1.356383,0.06639,EQUITY,strong_buy,589.45,558.0,562.15,556.6,50290.0,0.10423218737084185,0.008,426.169,Consumer Cyclical,25092600.0,0.0138294262232198,S.P.APPARELS LTD,0.23507930266565932,0.029908673322951093,SPAL.NS,Asia/Kolkata,IST,1327879936.0,52.918,2446850048.0,10797270016.0,0.0,0.0,29.05,20.077454,,381.3535,SPAL.NS,ba52f43f-3096-3a1f-becb-d68c40cc1a46,7.536985677383676,50290.0,https://www.s-p-apparels.com,641654
1579,Spandana Sphoorty Financial Limited,SPANDANA.NS,-59017954.92722298,Galaxy,"Wing B, 16th Floor, Plot No.1 Sy No 83/1, Hyderabad Knowledge City, TSIIC Raidurg Panmaktha, Rangareddy",0.0,238926.0,217353.0,238926.0,0.598518,0.0,436.584,-0.008386710553111687,Hyderabad,1703980800.0,India,INR,819.45,848.0,812.55,196.4,,,,0.0,,16.471,109521002496.0,NSI,774.01,863.9,470.0,INR,1566186300.0,17743688.0,19800000.0,1.0,1761150000.0,Credit Services,0.21866422781806105,1680220800.0,"Spandana Sphoorty Financial Limited engages in the microfinance business in India. It provides income generation loans for low-income households; loans against the property; personal loans for business development, purchase of livestock, house construction/renovation, and other needs; gold loans for agriculture, business, and short-term liquidity needs; and interim loans, as well as business loans. The company also offers loans for women to expand their existing income-generating activities, smoothening household cash flows, and acquiring productive assets. It serves low-income customers in semi-urban and rural areas with approximately 1,049 branches. The company was founded in 1998 and is based in Hyderabad, India.",Spandana Sphoorty Financial Limited,58192830464.0,0.14834388621134664,86400.0,1688083200.0,3515330048.0,-0.15673059676445833,1711843200.0,837.0,0.74263,0.0,0.36254572106939037,4.038356164383561,91 40 4547 4750,827.95,819.4500122070312,2.0,1.8769584,8.751709,0.52867,EQUITY,strong_buy,848.0,812.55,837.0,827.95,121786.0,-0.008553751717193433,,93.692,Financial Services,71014496.0,-0.0010141791429742093,Spandana Sphoorty Fin Ltd,0.31508419809816773,0.03346889889262416,SPANDANA.NS,Asia/Kolkata,IST,8133760000.0,114.587,60869378048.0,6649310208.0,0.0,0.0,49.36,16.6015,,638.793,SPANDANA.NS,5dd450c2-6212-3413-bd62-d61753b73eca,8.434162520941289,121786.0,https://spandanasphoorty.com,500081
1580,Sun Pharma Advanced Research Company Limited,SPARC.NS,874180226.1566899,"17/B, Mahal Industrial Estate",Off Mahakali Caves Road Andheri (East),0.0,2941454.0,1357592.0,2941454.0,0.739675,0.0,15.801,0.08093150585686448,Mumbai,1609372800.0,India,INR,250.35,258.8,248.75,3.057,,,-2391376128.0,-1.0207801,-32.275,32.945,77181288448.0,NSI,226.452,265.85,162.1,INR,1042515900.0,92689856.0,19800000.0,0.88136,2104563000.0,Drug Manufacturers—Specialty & Generic,0.2503050143933017,1680220800.0,"Sun Pharma Advanced Research Company Limited, a biopharmaceutical company, engages in the research and development of pharmaceutical products in India and internationally. It develops products with a therapeutic focus on oncology, neurodegeneration, ophthalmology, dermatology, and Immunology. The company offers Elepsia XR, a formulation of levetiracetam that is an anti-epileptic agent to treat epilepsy disorder; Xelpros, a latanoprost ophthalmic emulsion for the treatment of open-angle glaucoma or ocular hypertension; and Phenobarbital injection for the treatment of neonatal seizures. In addition, it is developing SDN-037, a formulation of difluprednate for the treatment of inflammation and pain associated with ocular surgery that is in phase 3 clinical trial; PDP-716 to treat glaucoma, which is in phase 3 clinical trial; Vodobatinib (SCO-088) for the treatment of resistant chronic myelogenous leukemia that has completed a part A of the Phase 1 study; Vodobatinib (SCC-138), which is in phase 2 clinical trial to treat Parkinson's disease; SCD-044 for the treatment of psoriasis and atopic dermatitis that is in phase 2 clinical trial; and SCO-120 for the treatment of hormone receptor-positive, human epidermal receptor 2 negative, and metastatic breast cancer, which is in phase 1 clinical trial. The company was incorporated in 2006 and is based in Mumbai, India.",Sun Pharma Advanced Research Company Limited,81244078080.0,0.0956230560312481,86400.0,1688083200.0,-2355834880.0,-0.014691550174383616,1711843200.0,258.0,-1.05871,0.0,0.3609761051966896,12.668493150684931,91 22 6645 5645,256.7,250.35000610351562,2.0,15.843935,34.67966,-1.00561,EQUITY,strong_buy,258.8,248.75,258.0,256.7,1277154.0,0.07952861523418447,-0.158,7.866,Healthcare,324521984.0,0.010759925483995226,SUN PHARMA ADV,0.3629278544394461,0.029330104884296573,SPARC.NS,Asia/Kolkata,IST,4024729088.0,12.402,156752992.0,2342701056.0,0.0,0.0,-8.39,,,205.17775,SPARC.NS,9062bc49-09d4-3cc0-972e-5819d39e5a1a,7.391186430842736,1277154.0,https://www.sparc.life,400093
1581,Spacenet Enterprises India Limited,SPCENET.NS,235049245.93559682,"Plot No.114, Survey No.66/2","Street No.03, Raidurgam, Prashant Hills Gachibowli, Nav Khalsa Serilingampally, Ranga Reddy",0.0,1936984.0,1627907.0,1936984.0,-0.05958,0.0,0.952,0.2517067375873241,Hyderabad,1672444800.0,India,INR,23.95,24.0,23.1,0.364,4.0,6.548,53145248.0,0.03608,223.928,8.079,11900691456.0,NSI,18.755,31.55,14.25,INR,1384314300.0,74511184.0,19800000.0,0.095319994,,Capital Markets,0.03951860721040834,1680220800.0,"Spacenet Enterprises India Limited primarily engages in the trading of commodities in India. It also offers information technology related services; develops software tools and platforms for commodities trading tools; and offers TradFi solutions for structured trade and commodity markets. The company was formerly known as Northgate Com Tech Limited and changed its name to Spacenet Enterprises India Limited in November 2015. Spacenet Enterprises India Limited was incorporated in 2010 and is based in Hyderabad, India.",Spacenet Enterprises India Limited,12702074880.0,0.12729714011763527,86400.0,1688083200.0,48477000.0,0.12440959746968883,1711843200.0,23.7,0.0341,0.0,0.027046392792606434,9.805479452054794,91 40 2934 5781,23.5,23.950000762939453,2.0,25.157564,8.623351,0.03291,EQUITY,none,24.0,23.1,23.7,23.5,1731060.0,0.22961713050128452,0.119,2.538,Financial Services,530358016.0,0.01850479139480532,SPACENET ENTERPRIS,0.05452293644132209,0.04924017082119599,SPCENET.NS,Asia/Kolkata,IST,19790000.0,0.04,1984000.0,1472985984.0,0.0,0.0,0.08,299.37503,,20.5535,SPCENET.NS,fb7ca971-941b-313a-ad54-ce7b0e404cc1,12.40852304694139,1731060.0,https://www.spacenetent.com,500008
1582,Speciality Restaurants Limited,SPECIALITY.NS,37259447.79668314,Morya Landmark I,"4th Floor B-25, Veera Industrial Estate Off. New Link Road, Andheri (West)",0.0,60649.0,94805.0,60649.0,0.940081,0.0,58.913,0.02768563256471035,Mumbai,1672444800.0,India,INR,212.5,213.6,206.95,51.285,-0.569,-0.554,514344992.0,0.13548,18.325,2.483,9425275904.0,NSI,218.525,282.65,187.2,INR,1338349500.0,14461071.0,19800000.0,0.45509997,1979000000.0,Restaurants,0.20245906838369304,1680220800.0,"Speciality Restaurants Limited owns and operates restaurant outlets and sweet shops in India. The company operates its restaurants under the Mainland China, Oh! Calcutta, Asia Kitchen by Mainland China, Sigree, Sigree Global Grill, Spicery by Sigree, Jungle Safari, Urban Deccan Pub, Hoppipola, Hay, Episode One, Gong Modern Asian, Sweet Bengal, Café Mezzuna, Flame & Grill, Haka, POH, Machaan, and Zoodles brand names; and confectionaries and cafes under the Sweet Bengal and Dariole brands, as well as bars under the Hay and Episode One brands. The company was founded in 1992 and is based in Mumbai, India.",Speciality Restaurants Limited,10100699136.0,0.13119220734843062,86400.0,1688083200.0,884600000.0,-0.10350657478372027,1711843200.0,207.0,0.10920999,0.0,0.3158399415761611,11.263013698630138,91 22 6268 6700,205.35,212.5,2.0,3.607014,2.6605291,0.233,EQUITY,hold,213.6,206.95,207.0,205.35,121037.0,0.02791194406041834,0.052,80.605,Consumer Cyclical,47532700.0,0.003688798893522764,SPECIALITY RESTAUR,0.29379326146394613,0.03002648991625066,SPECIALITY.NS,Asia/Kolkata,IST,1710700032.0,36.001,1418599936.0,3796499968.0,0.0,0.0,18.79,11.309206,,225.65375,SPECIALITY.NS,89b82373-d8c8-364e-b16f-a6212b20c828,7.566675458895166,121037.0,https://www.speciality.co.in,400053
1583,Spencer's Retail Limited,SPENCERS.NS,-185517936.44552553,RPSG House,3rd Floor 2/4 Judges Court Road,0.0,217852.0,207330.0,217852.0,0.010221,0.0,-16.694,-0.23739258024399412,Kolkata,1703980800.0,India,INR,61.4,62.4,61.15,,,,-1100008960.0,-0.0458,-16.93,0.775,18623262720.0,NSI,61.373,84.0,51.45,INR,1548387900.0,36786478.0,19800000.0,0.18034,,Department Stores,0.25947562878181346,1680220800.0,"Spencer's Retail Limited, together with its subsidiaries, engages in developing, conducting, investing, and promoting organized retail business in India. It operates departmental and neighborhood stores under various formats, as well as hypermarkets. The company offers products in various categories, such as groceries, food, personal care, home, electrical and electronics, fashion and accessories, specialities, home essentials, general merchandise, apparel, staples, and fast-moving consumer goods. It provides its products under the own brands, including Smart Choice, Tasty Wonders, Clean Home, and Maroon, as well as under the various private brands, such as 2Bme, Smart Choice, Healthy Alternatives, Hands-on, and Inscapes. In addition, the company engages in the online retail business. The company was formerly known as RP-SG Retail Limited and changed its name to Spencer's Retail Limited in December 2018. Spencer's Retail Limited was founded in 1863 and is headquartered in Kolkata, India.",Spencer's Retail Limited,5539508224.0,0.13826974825660088,86400.0,1688083200.0,-2409029888.0,-0.375662328500595,1711843200.0,61.45,-0.059720002,0.0,0.40510042092346743,4.602739726027397,91 33 2487 1091,61.45,61.400001525878906,2.0,,0.23064506,-0.1003,EQUITY,none,62.4,61.15,61.45,61.45,172559.0,-0.2764679915995653,-0.082,266.53,Consumer Cyclical,90132000.0,-0.03348996498313088,SPENCERS RETAIL,0.37746308234229964,0.032758923615261885,SPENCERS.NS,Asia/Kolkata,IST,333782016.0,3.703,13418432512.0,24017459200.0,0.0,0.0,-27.34,,,62.91875,SPENCERS.NS,e23440cb-1a51-31e1-8290-0bb2e557a09c,8.255248751045995,172559.0,https://www.spencersretail.com,700 027
1584,Spentex Industries Limited,SPENTEX.NS,-3215385.1169762597,"A-60, Okhla Industrial Area",Phase-II,0.0,13940.0,21756.0,13940.0,0.179079,0.0,-99.772,-0.16195694339477684,New Delhi,1546214400.0,India,INR,2.25,2.25,2.25,,,,-722965248.0,-0.66355,-13.575,9.007,9813906432.0,NSI,2.22,3.0,0.8,INR,1085456700.0,77688170.0,19800000.0,0.57613,911679167.0,Textile Manufacturing,0.07144857040394545,1553990400.0,"CLC Industries Limited, a textile company, engages in the manufacture and trading of synthetic and cotton yarns in India and internationally. It offers hosiery, weaving, carpet, and industrial yarns; sewing threads; and flat knitting products for use in home textiles and garments industry applications. The company was formerly known as Spentex Industries Limited and changed its name to CLC Industries Limited in July 2018. CLC Industries Limited was incorporated in 1991 and is based in New Delhi, India.",CLC Industries Limited,219177456.0,0.0956230560312481,86400.0,1569801600.0,-478979488.0,-0.25757999942602494,1585612800.0,2.25,-0.75291,0.0,0.10121491992034129,12.668493150684931,91 11 2638 7738,2.3,2.25,4.0,,0.20116483,-0.43962002,EQUITY,none,2.25,2.25,2.25,2.3,5654.0,-0.18061556076557653,-0.83,12.128,Consumer Cyclical,89772000.0,-0.014670236509069892,SPENTEX INDUSTRIES,0.10462806806218868,0.04885595506884273,SPENTEX.NS,Asia/Kolkata,IST,489064992.0,5.435,10091527168.0,1089541632.0,0.0,0.0,-7.37,,,1.61725,SPENTEX.NS,2e133564-52fb-3fa6-a304-60be75fa4eb3,12.311700677348368,5654.0,https://www.clcindia.com,110020
1585,Southern Petrochemicals Industries Corporation  Limited,SPIC.NS,133373316.92108645,SPIC House,"No. 88, Mount Road Guindy",0.0,1834102.0,1052416.0,1834102.0,0.94482,0.0,51.08,0.08205816400146793,Chennai,1672444800.0,India,INR,70.15,71.55,69.6,40.634,-0.217,-0.284,3549471744.0,0.13409,4.693,0.629,16657343488.0,NSI,66.863,92.0,51.5,INR,1025495100.0,65027105.0,19800000.0,0.26275998,7027156000.0,Agricultural Inputs,0.28002974826175403,1680220800.0,"Southern Petrochemical Industries Corporation Limited manufactures and sells fertilizers in India and internationally. The company operates through Agro Inputs - Urea Operations and Others - Agri Business segments. It provides chemical fertilizers, such as urea, di-ammonium phosphate, ammonium phosphate sulphate, phosphatic, granulated, potash, and ammonium chloride; secondary nutrients, water soluble fertilizers, organic and non-edible de-oiled cake fertilizers, micro nutrients, organic pesticides, bio fertilizers, plant growth regulators, and plant biostimulants; and industrial products, including gypsum, aluminum fluoride, ammonium chloride, and silica. The company also engages in the tissue culture business. In addition, it offers agricultural services comprising soil management, training center, journal, agri clinic, and SMS services for farmers. The company was incorporated in 1969 and is headquartered in Chennai, India.",Southern Petrochemical Industries Corporation Limited,14285346816.0,0.0956230560312481,86400.0,1688083200.0,2802949120.0,-0.013564892029780173,1711843200.0,69.7,0.11748,0.0357,0.4030938273631316,12.668493150684931,91 44 2235 0245,69.7,70.1500015258789,2.0,1.373336,0.5396524,0.10588,EQUITY,none,71.55,69.6,69.7,69.7,854754.0,0.08059320485255518,-0.242,133.444,Basic Materials,203640000.0,0.009336372342861462,SOUTHERN PETROCHEM,0.40315296082188845,0.03425466479119005,SPIC.NS,Asia/Kolkata,IST,420799008.0,2.244,4005576960.0,26471385088.0,0.0,0.0,13.79,5.08702,,67.46825,SPIC.NS,0ca5ea6e-85c5-3bed-93f7-0adbe041f133,8.632175527379893,854754.0,https://www.spic.in,600032
